Sentiment,SentimentText,Processed_Text
1,#iheartboobies come on people help the little guys get a trending topic! It's a breast cancer foundation!! So your helping them too ,come peopl help littl guy get trend topic breast cancer foundat help
0,   can't be bothered. i wish i could spend the rest of my life just sat here and going to gigs. seriously.,bother wish could spend rest life sat go gig serious
0,"  told not to drink w/my Rx so just gave all the b.b. porter &amp; obs. stout that I brought home from OR to my neighbors.  v, v, sad.",drink wmi rx gave bb porter amp ob stout brought home neighbor v v sad
1,#goodsex is the best way to get you through out the day  !!!,best way get day
1,#BGT Come on Susan Boyle. You hot mess ,come susan boyl hot mess
1, ... its JONAS DAY!!!!!!!!,jona day
1,"#Followfriday astrological musts @Astrovibes, @astrolegerthe, @astrologyca, great astrological weather, 2 mentions for @AstrologyLesson ",astrolog must astrovib astrolegerth astrologyca great astrolog weather 2 mention astrologylesson
0,"#i36 Hope I'm feeling better by thursday, will be seriously annoyed if I'm ill over LAN ",hope im feel better thursday serious annoy im ill lan
0, Hate Holidays,holiday
1, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv,steverubel poster look like tumblr iphon look interest fold content httptrimnhcv
0,"- Moon book but it got away, so I hit it with my Pippi Longstocking book but now I don't know where it is  I hate those flying things!",moon book got away hit pippi longstock book know hate fli thing
0,#haveyouever wondered why danity kane really broke up ,wonder daniti kane realli broke
0, bored..... sad.... no one tweeting...,sad one tweet
0,"   Friends like these ... no thanks, I'm not fake! ^ ^",like thank im fake
1, true dat,dat
0, ive been waiting for earthfest all year. But i cant go... eh! D:,wait earthfest year cant go eh
0," I miss mi Hermana, Nelly. &lt;3 you sis!",miss mi hermana nelli lt3 si
1,"-- err y am i still awake ? my birthday is june 24th woo hoo  , than BET awards june 28, than vegas july 2-5!",err still awak birthday june 24th woo hoo bet award june 28 vega juli 25
0, i just got shouted at...,got shout
1,#goodsex is when all ya homegirls wanna fuk cuz u ran ur mouth like i new u would... ,ya homegirl wan na fuk cuz u ran ur mouth like new u would
0," One of our two carp died today. He is more than 2 feet long and looked healthy otherwise.It has been really hot here, not enough oxygen.",two carp die today 2 feet long look healthi otherwiseit realli hot enough oxygen
1,#followfriday @itvdotcom are relatively new on here. Please follow them and make them feel at home ,itvdotcom rel new pleas follow make feel home
0,"#E3  JACK TRENTON'S BODY HAS BEEN TAKEN BY CAMMIE FROM NINTENDO, DEAR GOD PUT SOME CLOTHES ON WOMAN, SOMEONE STOP HER PLEASE GOD ",jack trenton bodi taken cammi nintendo dear god put cloth woman someon stop pleas god
0, Medium season finale was tonight. Storm knocked out cable earlier when I was watching it. Finally finished it .. So upsetting.,season final tonight storm knock cabl earlier watch final finish upset
0," That guys superrr cuteee! Taking care of Juliana since she's sick, like a lot. Oh geeez. ",guy superrr cutee take care juliana sinc she sick like lot oh geeez
1,#euruko let's make some noise with archaeopteryx ,let make nois archaeopteryx
0,"#Sandy, Utah Fri 6/19 Beatlemania; Sat. 6/20 Marc Cohn at #Sandy Ampitheater 1245 E 9400 S. 8pm. I'll be listening to the amps only ",utah fri 619 beatlemania sat 620 marc cohn sandi ampitheat 1245 e 9400 8pm ill listen amp
1,#looktohire @benkinney I think you can afford to hire someone for your yard work mr superstar  look.. http://tinyurl.com/mbwgfc,benkinney think afford hire someon yard work mr superstar look httptinyurlcommbwgfc
1, yeps! )) that was amazing! xD finally something away from my house! Haha. @myhaloromance,amaz xd final someth away hous haha myhalorom
1,#chuckmemondays #chuck is nearly here ,chuck nearli
0, Flash lost my frisby on a roof. Sad days LOL,lost frisbi roof sad day lol
1,&quot;More people follow CNN on Twitter than those who watch CNN during prime-time hours.&quot; (egy Reuter hÃÂ­r szerint) ,peopl follow cnn twitter watch cnn primetim hoursquot egi reuter hãâ­r szerint
0,=- Beth left  Man oh man. Wanted to go tanning today. but I dont think that im going to be able to. Makes me sad. Boo hoo.,beth left man oh man want go tan today dont think im go abl make sad boo hoo
0,  you'll always be my one and only...  [12*23*2007],alway one 12232007
0,&quot;Don't let go of hope. Hope gives you the strength to keep on going when you feel like giving up&quot; Is it real? Somebody please tell me ,let go hope hope give strength keep go feel like give upquot real somebodi pleas tell
0,"#dontoyulove that i can be myself around you, but #dontyouhate that you'll never know the difference..... ",around dontyouh youll never know differ
0,#jonaswebcast i just missed it!!!! ,miss
0, i am crying you all a river...,cri river
0,#iranelection i fear persiankiwi is 'gone' into the fog.  his last post was 10 hours ago ,fear persiankiwi gone fog last post 10 hour ago
0,#careerkiller MTV awards what they did to Eminem.. ,mtv award eminem
1,"&quot;Do you know who I am? Good, neither do I. Got nothing to say, but if you pay me, I'll play a fool &lt;3.&quot; - Cobra Starship &lt;3 ",know good neither got noth say pay ill play fool lt3quot cobra starship lt3
1,#dhempe is out of the trending topics now ,trend topic
1,- @MelbourneVixens Awesome 4th quarter ladies! Great game ,melbournevixen awesom 4th quarter ladi great game
1," movie, sleep, picking up jake then with him all day &lt;3",sleep pick jake day lt3
0,#dontyouhate stop seeing your crush when classes are over? ,stop see crush class
1,#Pens look like the Eastern Conference Champs this period for sure ,look like eastern confer champ period sure
0, someone told me latin females dont have a sense of humor.,told latin femal dont sens humor
0, ah well im sure we'll be fine,well im sure well fine
1,#kugis #Malta09 35.9157 14.4980 8/10 Really good practical experience! I've learnt a lot! Still recovering from the busy week ,malta09 359157 144980 810 realli good practic experi ive learnt lot still recov busi week
0,#ff @dukedinero @dukedinero @dukedinero i need 33 new followers it's only 300 i want for now ,dukedinero dukedinero dukedinero need 33 new follow 300 want
0,#bgt tbf sally's really good just the poor old guy isn't...so good ,tbf salli realli good poor old guy notso good
0,"# Leno @J_Sizzle25 *Sigh* Leno had his last show last night. How sad to see him go.  Conan will be great though, he's awesome as well.",leno jsizzle25 sigh leno last show last night sad see go conan great though he awesom well
0, I forgot to bring my new Allegra D 12 hour to work today... so Singulair and I are flying solo today! ,forgot bring new allegra 12 hour work today singulair fli solo today
0,#SaveEarl -&gt; Besides the comedic timing and scriptwriting is first rate. Don't banish me to &quot;My Name Is Earl&quot;re-runs  ,gt besid comed time scriptwrit first rate banish quotmi name earlquotrerun
1, twitter...i mean youtube  on a miley mandy vid lol!,mean youtub miley mandi vid lol
1,"#goodsex: is wen yo phone ring, but you dont answer it.. and you start fuckin to the beat  lol",wen yo phone ring dont answer start fuckin beat lol
1,#ohnotheydidnt #ontd #ohyeswedid Haha this is getting fun! ,ontd ohyeswedid haha get fun
0,#feliciadayrumors @feliciaday stole my Rosetta Stone dvd to keep me from learning another language. ,feliciaday stole rosetta stone dvd keep learn anoth languag
1,#followfriday @SlashWeb @moin86 @0boy @warrior007 @ThePowerDigger Cool tweeps to follow! ,slashweb moin86 0boy warrior007 thepowerdigg cool tweep follow
1,"&quot;Now I'm, starting to see, maybe it's got nothing to do with me.&quot;  @MJoftheday is VERY helpful! Haha",im start see mayb got noth mequot mjoftheday help haha
0,&lt;-- has no DM's. Is that like having no friends? ,dm like friend
1,&amp; someone just drove by with trs blasting ,someon drove tr blast
1,#bgt Aidan was fantastic - tonight competition is gonna be tough tonight  xxx,aidan fantast tonight competit gon na tough tonight xxx
1,-- choppin it up w/ @auchboogie  i love you,choppin w auchboogi love
1,&quot;i'll love you forever!&quot; hahah XD apparently thats what i say to people when i want them to do it for me haha ,love foreverquot hahah xd appar that say peopl want haha
1,#FollowFriday @PopArtDiva &lt;--- She's my virtual drinking buddy!   Come join the party!! ,popartdiva lt she virtual drink buddi come join parti
0, time 2 bed.. its SO difficult wake up @ 5.30 am zzzzzzzzzzzz,2 bed difficult wake 530 zzzzzzzzzzzz
1,&quot;It takes a smart husband to have the last word and not use it.&quot; ,take smart husband last word use itquot
1,#mojoquiz Hummingbird or TweetAdder? Don't know? Don't Care? &gt; ,hummingbird tweetadd know care gt
1, - Iowa No. 2 in happy! Yea!,iowa 2 happi yea
0, why must i miss EVERYTHING  apparently #LVATT or #LinesVinesAndTryingTimes was trending &amp; where was i? sleeping,must miss everyth appar lvatt linesvinesandtryingtim trend amp sleep
0, hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work,public transport stood wait half hour bu didnt show luckili got lift work
0, bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still &lt;3 her tho!!!!,went get pamperd wit sike invit mood still lt3 tho
0,#Grails Plugins blog of @lucastex :http://tinyurl.com/cbwpp9 Thought I'd hit jackpot. Articles beneath are Spanish  English too please!,plugin blog lucastex httptinyurlcomcbwpp9 thought id hit jackpot articl beneath spanish english pleas
1,&quot;Gregory Emmett Paloian has been known to eat paper in public.&quot; - http://bit.ly/OxlR9  - HA HA  Hilarious !!,emmett paloian known eat paper publicquot httpbitlyoxlr9 ha ha hilari
0,      My current headset is on its deathbed now!  My dad gave it to me just 3 weeks back!    ,current headset deathb dad gave 3 week back
1,#derunkah-Twitter ;) woooooooo! Downtown enjoying the last bit o' sunshine ,woooooooo downtown enjoy last bit sunshin
0,"#punetraffic Any idea what's holding up JM Rd/FC Rd oneway project? With the dividers broken up and rains, its going to get really bad ",idea what hold jm rdfc rd oneway project divid broken rain go get realli bad
0,    &lt;-------- This is the way i feel right now...,way feel right
0,&quot;Laney... someone's gonna leak a sex tape of me.&quot; damnn i thought laney was his first ,someon gon na leak sex tape mequot damnn thought laney first
1,  To The Death! An awesome random comic for the certifiably not sane. (  ),death awesom random comic certifi sane
1,#whocangetit David Banner ,david banner
0, bad day,day
1,"#followfriday If you're heading to Buenos Aries, check out my friends @landingpadba http://www.LandingPadBA.com - great guys, great info! ",your head bueno ari check friend landingpadba httpwwwlandingpadbacom great guy great info
0,- iPhone 3gs in hand... updating it with all my crap ,iphon 3g hand updat crap
0, @plmusic22,
0, i... have to start... work... tomorrow......................,start work tomorrow
1, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu,done wit paint tire crap sleep timequotin love uquot ziggi marley erykah badu
0,"#e3 Erm, is that the end of the Nintendo conference? Think have just watched them throw away competitive advantage over the 2008/09 E3's ",erm end nintendo confer think watch throw away competit advantag 200809 e3
0, not allowed to get a webcam...did i already say that? oh well,allow get webcamdid alreadi say oh well
0, gonnna be to worst few hours ever. Loveee yous and miss youss,worst hour ever lovee you miss youss
1, Thats great to hear!. BTW what is your name?,great hear btw name
1, Great.  ? http://blip.fm/~7df6m,httpblipfm7df6m
0,    I just cut my beard off. It's only been growing for well over a year. I'm gonna start it over. @shaunamanu is happy in the meantime.,cut beard grow well year im gon na start shaunamanu happi meantim
